card_number,first_name,father_name,grandfather_name,sex,phone,dob_ec,age,city,address,registered_at
3387,Bethlehem,Wolde,Girma,Female,0750766606,,74,Shashemene,"Gulele, Woreda 1, House 528",
3388,Yonas,Mulugeta,Alemu,Male,0996553264,,64,Mekelle,"Kirkos, Woreda 11, House 727",
3389,Girma,Kebede,Alemu,Male,0943968483,,41,Bishoftu,"Kolfe, Woreda 1, House 8",
3390,Selam,Girma,Abebe,Female,0987163881,,76,Bahir Dar,"Addis Ketema, Woreda 11, House 657",
3391,Bereket,Bekele,Gebre,Male,0993819879,,17,Adama,"Kolfe, Woreda 6, House 3",
3392,Frehiwot,Girma,Negash,Female,0776018086,,92,Jimma,"Gulele, Woreda 12, House 129",
3393,Nahom,Alemu,Abebe,Male,0752893281,,52,Harar,"Kolfe, Woreda 6, House 813",
3394,Marta,Negash,Tesfaye,Female,0919749313,,42,Hawassa,"Akaki, Woreda 11, House 973",
3395,Hewan,Assefa,Bekele,Female,0937651182,,42,Gondar,"Kolfe, Woreda 11, House 793",
3396,Nahom,Mekonnen,Habtamu,Male,0927154836,,23,Dessie,"Kirkos, Woreda 12, House 968",
3397,Mekonnen,Habtamu,Habtamu,Male,0934607496,,82,Dessie,"Akaki, Woreda 6, House 457",
3398,Mekonnen,Girma,Assefa,Male,0948218739,,72,Shashemene,"Yeka, Woreda 2, House 777",
3399,Rediet,Hailu,Wolde,Female,0977405031,,44,Adama,"Arada, Woreda 5, House 783",
3400,Bekele,Habtamu,Alemu,Male,0969963874,,38,Jimma,"Akaki, Woreda 2, House 234",
3401,Tesfaye,Hailu,Wolde,Male,0983410657,,18,Bishoftu,"Addis Ketema, Woreda 8, House 432",
3402,Samuel,Habtamu,Bekele,Male,0706703933,,49,Jimma,"Akaki, Woreda 8, House 263",
3403,Fikru,Getachew,Assefa,Male,0997118200,,28,Shashemene,"Lideta, Woreda 1, House 638",
3404,Rediet,Negash,Wolde,Female,0917320310,,56,Gondar,"Kolfe, Woreda 5, House 923",
3405,Habtamu,Abebe,Lemma,Male,0778879788,,66,Mekelle,"Gulele, Woreda 9, House 641",
3406,Hewan,Lemma,Tadesse,Female,0997114917,,78,Harar,"Lideta, Woreda 7, House 69",
3407,Tsion,Hailu,Hailu,Female,0723951083,,18,Arba Minch,"Akaki, Woreda 11, House 530",
3408,Mahlet,Getachew,Tadesse,Female,0999842003,,24,Gondar,"Gulele, Woreda 1, House 657",
3409,Selam,Worku,Habtamu,Female,0914207651,,29,Bahir Dar,"Gulele, Woreda 3, House 860",
3410,Kalkidan,Habtamu,Assefa,Female,0939610849,,22,Arba Minch,"Addis Ketema, Woreda 8, House 56",
3411,Bekele,Assefa,Hailu,Male,0961297676,,20,Adama,"Arada, Woreda 6, House 308",
3412,Genet,Alemu,Tesfaye,Female,0715383489,,76,Sodo,"Gulele, Woreda 4, House 953",
3413,Meron,Hailu,Mulugeta,Female,0959040024,,14,Shashemene,"Akaki, Woreda 1, House 221",
3414,Tesfaye,Gebre,Worku,Male,0733134241,,38,Debre Markos,"Akaki, Woreda 2, House 822",
3415,Lidya,Abebe,Mulugeta,Female,0917794292,,13,Addis Ababa,"Kirkos, Woreda 8, House 140",
3416,Selam,Tadesse,Mulugeta,Female,0951750796,,31,Adama,"Arada, Woreda 3, House 281",
3417,Hana,Negash,Assefa,Female,0965196627,,12,Mekelle,"Gulele, Woreda 8, House 53",
3418,Saba,Desta,Bekele,Female,0768623785,,90,Arba Minch,"Akaki, Woreda 8, House 99",
3419,Eyob,Desta,Worku,Male,0939176707,,82,Addis Ababa,"Bole, Woreda 3, House 176",
3420,Bethlehem,Abebe,Gebre,Female,0745278430,,90,Addis Ababa,"Arada, Woreda 10, House 559",
3421,Meron,Gebre,Abebe,Female,0946594918,,54,Dessie,"Lideta, Woreda 10, House 667",
3422,Yodit,Mekonnen,Abebe,Female,0720392268,,52,Dessie,"Akaki, Woreda 1, House 664",
3423,Mulugeta,Kebede,Gebre,Male,0945765309,,19,Mekelle,"Kolfe, Woreda 5, House 211",
3424,Henok,Wolde,Kebede,Male,0957504122,,54,Gondar,"Lideta, Woreda 4, House 709",
3425,Eden,Negash,Kebede,Female,0973149266,,23,Hawassa,"Lideta, Woreda 8, House 449",
3426,Fikru,Negash,Mulugeta,Male,0980710024,,41,Dessie,"Nifas Silk, Woreda 11, House 777",
3427,Alemu,Mekonnen,Getachew,Male,0939969793,,85,Harar,"Arada, Woreda 10, House 785",
3428,Marta,Desta,Mekonnen,Female,0968838689,,68,Hawassa,"Gulele, Woreda 9, House 126",
3429,Mahlet,Lemma,Getachew,Female,0716522350,,63,Arba Minch,"Addis Ketema, Woreda 12, House 647",
3430,Mulugeta,Mekonnen,Mekonnen,Male,0952199806,,67,Mekelle,"Addis Ketema, Woreda 7, House 32",
3431,Bethlehem,Alemu,Tadesse,Female,0995086722,,53,Shashemene,"Kolfe, Woreda 3, House 548",
3432,Alemu,Worku,Desta,Male,0978673971,,69,Adama,"Addis Ketema, Woreda 1, House 368",
3433,Bekele,Mulugeta,Girma,Male,0999330537,,36,Addis Ababa,"Kolfe, Woreda 3, House 998",
3434,Yonas,Lemma,Bekele,Male,0732487736,,45,Adama,"Nifas Silk, Woreda 9, House 281",
3435,Mahlet,Hailu,Mekonnen,Female,0713294063,,47,Jimma,"Yeka, Woreda 5, House 479",
3436,Hewan,Wolde,Gebre,Female,0926850072,,71,Debre Markos,"Lideta, Woreda 4, House 521",
3437,Sara,Assefa,Alemu,Female,0999866924,,83,Arba Minch,"Gulele, Woreda 12, House 17",
3438,Yodit,Hailu,Habtamu,Female,0987359754,,29,Harar,"Lideta, Woreda 6, House 241",
3439,Lidya,Habtamu,Hailu,Female,0907799772,,20,Hawassa,"Yeka, Woreda 12, House 440",
3440,Hana,Abebe,Negash,Female,0753300270,,18,Jimma,"Gulele, Woreda 12, House 62",
3441,Yodit,Lemma,Kebede,Female,0969380514,,46,Bahir Dar,"Nifas Silk, Woreda 7, House 665",
3442,Bekele,Wolde,Wolde,Male,0912075000,,52,Bishoftu,"Addis Ketema, Woreda 11, House 83",
3443,Hewan,Girma,Bekele,Female,0739224455,,56,Dire Dawa,"Yeka, Woreda 4, House 186",
3444,Fikru,Lemma,Mekonnen,Male,0744139995,,84,Adama,"Akaki, Woreda 7, House 578",
3445,Yonas,Alemu,Kebede,Male,0915695907,,2,Dire Dawa,"Kolfe, Woreda 10, House 379",
3446,Marta,Mekonnen,Kebede,Female,0911287408,,83,Adama,"Kirkos, Woreda 8, House 848",
3447,Tsion,Worku,Worku,Female,0738214528,,57,Debre Markos,"Nifas Silk, Woreda 10, House 617",
3448,Habtamu,Hailu,Tadesse,Male,0930284052,,10,Dessie,"Gulele, Woreda 1, House 329",
3449,Marta,Lemma,Tekle,Female,0791260485,,68,Bishoftu,"Kolfe, Woreda 6, House 270",
3450,Girma,Tadesse,Wolde,Male,0909386547,,9,Bishoftu,"Yeka, Woreda 8, House 657",
3451,Alemu,Worku,Habtamu,Male,0970566230,,94,Addis Ababa,"Gulele, Woreda 7, House 7",
3452,Getachew,Tadesse,Wolde,Male,0750123506,,51,Shashemene,"Gulele, Woreda 7, House 444",
3453,Tadesse,Getachew,Worku,Male,0985576578,,74,Bahir Dar,"Akaki, Woreda 10, House 717",
3454,Nahom,Worku,Hailu,Male,0943729903,,42,Harar,"Yeka, Woreda 2, House 711",
3455,Sara,Bekele,Alemu,Female,0902764714,,24,Mekelle,"Arada, Woreda 3, House 83",
3456,Tsion,Lemma,Tekle,Female,0966237738,,14,Arba Minch,"Arada, Woreda 4, House 8",
3457,Girma,Tesfaye,Gebre,Male,0923780346,,28,Arba Minch,"Arada, Woreda 12, House 904",
3458,Henok,Tadesse,Wolde,Male,0765686680,,85,Dire Dawa,"Nifas Silk, Woreda 1, House 33",
3459,Tsion,Assefa,Desta,Female,0938157501,,41,Mekelle,"Arada, Woreda 11, House 557",
3460,Saba,Bekele,Habtamu,Female,0977949148,,67,Harar,"Kirkos, Woreda 6, House 686",
3461,Bekele,Girma,Hailu,Male,0999541710,,1,Harar,"Kolfe, Woreda 6, House 425",
3462,Fikru,Wolde,Lemma,Male,0945536377,,55,Gondar,"Gulele, Woreda 10, House 636",
3463,Bethlehem,Habtamu,Lemma,Female,0944238162,,24,Gondar,"Kolfe, Woreda 5, House 523",
3464,Rediet,Tadesse,Wolde,Female,0914628836,,28,Sodo,"Gulele, Woreda 9, House 964",
3465,Marta,Gebre,Habtamu,Female,0951313561,,14,Jimma,"Bole, Woreda 3, House 497",
3466,Solomon,Negash,Tekle,Male,0993722391,,62,Arba Minch,"Kolfe, Woreda 2, House 625",
3467,Samuel,Gebre,Desta,Male,0985843135,,90,Shashemene,"Akaki, Woreda 5, House 16",
3468,Girma,Abebe,Worku,Male,0973972961,,63,Dire Dawa,"Kolfe, Woreda 6, House 450",
3469,Meron,Assefa,Assefa,Female,0983442511,,65,Addis Ababa,"Addis Ketema, Woreda 6, House 267",
3470,Henok,Desta,Tadesse,Male,0952863484,,1,Adama,"Kolfe, Woreda 2, House 687",
3471,Lidya,Lemma,Bekele,Female,0914453375,,23,Addis Ababa,"Kirkos, Woreda 6, House 391",
3472,Bereket,Alemu,Mekonnen,Male,0941573376,,67,Mekelle,"Bole, Woreda 12, House 634",
3473,Mulugeta,Habtamu,Worku,Male,0909071957,,83,Adama,"Lideta, Woreda 6, House 105",
3474,Girma,Hailu,Negash,Male,0955838736,,71,Addis Ababa,"Akaki, Woreda 3, House 610",
3475,Rediet,Mekonnen,Kebede,Female,0943881684,,68,Hawassa,"Akaki, Woreda 12, House 174",
3476,Yodit,Kebede,Mulugeta,Female,0904644503,,3,Shashemene,"Bole, Woreda 7, House 688",
3477,Bereket,Hailu,Getachew,Male,0990818733,,7,Addis Ababa,"Yeka, Woreda 8, House 654",
3478,Selam,Hailu,Tadesse,Female,0772237369,,42,Addis Ababa,"Lideta, Woreda 4, House 150",
3479,Yonas,Wolde,Mekonnen,Male,0935352265,,34,Bishoftu,"Arada, Woreda 1, House 989",
3480,Tsion,Hailu,Tadesse,Female,0934513599,,56,Mekelle,"Yeka, Woreda 7, House 61",
3481,Yodit,Hailu,Habtamu,Female,0972740514,,84,Sodo,"Arada, Woreda 2, House 939",
3482,Dawit,Tadesse,Tadesse,Male,0913656402,,90,Dire Dawa,"Lideta, Woreda 3, House 439",
3483,Fikru,Lemma,Assefa,Male,0792238435,,60,Bishoftu,"Addis Ketema, Woreda 4, House 551",
3484,Rahel,Lemma,Desta,Female,0989225174,,63,Dire Dawa,"Yeka, Woreda 10, House 278",
3485,Getachew,Negash,Wolde,Male,0912889563,,69,Bahir Dar,"Kolfe, Woreda 8, House 418",
3486,Meron,Mulugeta,Tesfaye,Female,0901221338,,64,Dire Dawa,"Arada, Woreda 11, House 796",
3487,Solomon,Gebre,Mekonnen,Male,0735457498,,68,Sodo,"Arada, Woreda 10, House 436",
3488,Selam,Abebe,Mekonnen,Female,0954309353,,44,Hawassa,"Kirkos, Woreda 6, House 65",
3489,Rahel,Assefa,Negash,Female,0760689924,,61,Adama,"Gulele, Woreda 8, House 799",
3490,Sara,Tesfaye,Bekele,Female,0910302212,,27,Bishoftu,"Gulele, Woreda 6, House 110",
3491,Mahlet,Getachew,Girma,Female,0932328541,,34,Hawassa,"Yeka, Woreda 7, House 839",
3492,Henok,Tekle,Desta,Male,0945371504,,42,Adama,"Addis Ketema, Woreda 7, House 501",
3493,Habtamu,Tesfaye,Hailu,Male,0711591326,,69,Mekelle,"Yeka, Woreda 4, House 929",
3494,Tadesse,Worku,Desta,Male,0769033693,,12,Addis Ababa,"Gulele, Woreda 8, House 85",
3495,Kebede,Tesfaye,Hailu,Male,0715455278,,94,Jimma,"Kolfe, Woreda 11, House 797",
3496,Samuel,Gebre,Lemma,Male,0756409309,,79,Arba Minch,"Addis Ketema, Woreda 9, House 444",
3497,Yodit,Gebre,Bekele,Female,0707867969,,74,Bishoftu,"Addis Ketema, Woreda 4, House 684",
3498,Tigist,Kebede,Tadesse,Female,0794874612,,31,Shashemene,"Kirkos, Woreda 10, House 713",
3499,Dawit,Abebe,Tadesse,Male,0917586373,,43,Bahir Dar,"Arada, Woreda 3, House 901",
3500,Eyob,Alemu,Tadesse,Male,0966868584,,28,Adama,"Kirkos, Woreda 7, House 166",
3501,Lidya,Alemu,Kebede,Female,0914947396,,94,Dire Dawa,"Lideta, Woreda 12, House 206",
3502,Alemu,Assefa,Tekle,Male,0903027596,,6,Dessie,"Nifas Silk, Woreda 10, House 782",
3503,Alemu,Bekele,Tesfaye,Male,0958434231,,34,Bishoftu,"Lideta, Woreda 6, House 172",
3504,Fikru,Lemma,Worku,Male,0962098180,,88,Mekelle,"Bole, Woreda 11, House 589",
3505,Bereket,Mulugeta,Abebe,Male,0741405085,,2,Shashemene,"Kirkos, Woreda 12, House 248",
3506,Bethlehem,Mulugeta,Getachew,Female,0763641226,,39,Jimma,"Yeka, Woreda 6, House 709",
3507,Bethlehem,Mulugeta,Girma,Female,0939604240,,69,Adama,"Akaki, Woreda 5, House 725",
3508,Tesfaye,Tekle,Bekele,Male,0768527682,,3,Bishoftu,"Kirkos, Woreda 9, House 664",
3509,Solomon,Desta,Worku,Male,0766142809,,63,Addis Ababa,"Yeka, Woreda 1, House 623",
3510,Yodit,Desta,Tadesse,Female,0935159117,,44,Shashemene,"Arada, Woreda 4, House 121",
3511,Tadesse,Abebe,Wolde,Male,0737970860,,40,Debre Markos,"Arada, Woreda 8, House 782",
3512,Bethlehem,Mekonnen,Tesfaye,Female,0737172015,,30,Bahir Dar,"Arada, Woreda 1, House 8",
3513,Getachew,Gebre,Getachew,Male,0964741331,,13,Dire Dawa,"Kirkos, Woreda 10, House 425",
3514,Saba,Lemma,Kebede,Female,0742266315,,39,Debre Markos,"Arada, Woreda 1, House 608",
3515,Rahel,Habtamu,Negash,Female,0913156536,,56,Jimma,"Kirkos, Woreda 4, House 411",
3516,Marta,Assefa,Tesfaye,Female,0945228232,,42,Shashemene,"Arada, Woreda 5, House 524",
3517,Yodit,Getachew,Wolde,Female,0999349657,,59,Dire Dawa,"Nifas Silk, Woreda 4, House 657",
3518,Nahom,Tadesse,Girma,Male,0964064123,,89,Arba Minch,"Kirkos, Woreda 6, House 288",
3519,Alemu,Mulugeta,Worku,Male,0907501632,,64,Shashemene,"Bole, Woreda 4, House 667",
3520,Bereket,Tesfaye,Hailu,Male,0752696364,,22,Jimma,"Yeka, Woreda 12, House 76",
3521,Genet,Tesfaye,Hailu,Female,0943676879,,56,Jimma,"Lideta, Woreda 7, House 491",
3522,Mahlet,Bekele,Desta,Female,0701333279,,72,Sodo,"Nifas Silk, Woreda 3, House 832",
3523,Bekele,Bekele,Habtamu,Male,0971996149,,37,Bishoftu,"Kirkos, Woreda 9, House 361",
3524,Hewan,Negash,Gebre,Female,0916038495,,89,Hawassa,"Kolfe, Woreda 1, House 839",
3525,Bethlehem,Wolde,Lemma,Female,0779561410,,73,Debre Markos,"Kolfe, Woreda 7, House 72",
3526,Kebede,Tadesse,Getachew,Male,0957890885,,6,Gondar,"Addis Ketema, Woreda 1, House 196",
3527,Mulugeta,Wolde,Worku,Male,0711202730,,84,Hawassa,"Arada, Woreda 9, House 641",
3528,Tigist,Tekle,Girma,Female,0929207223,,6,Arba Minch,"Arada, Woreda 4, House 381",
3529,Eyob,Desta,Lemma,Male,0951113997,,95,Jimma,"Arada, Woreda 9, House 844",
3530,Fikru,Hailu,Negash,Male,0767823608,,92,Mekelle,"Yeka, Woreda 3, House 608",
3531,Solomon,Alemu,Habtamu,Male,0948657430,,52,Hawassa,"Bole, Woreda 7, House 541",
3532,Saba,Alemu,Mekonnen,Female,0999198720,,23,Harar,"Addis Ketema, Woreda 9, House 82",
3533,Abel,Desta,Worku,Male,0933914198,,15,Arba Minch,"Kirkos, Woreda 12, House 984",
3534,Kebede,Worku,Tesfaye,Male,0950749504,,37,Bahir Dar,"Yeka, Woreda 8, House 100",
3535,Sara,Tadesse,Gebre,Female,0984416169,,28,Shashemene,"Kolfe, Woreda 3, House 280",
3536,Eden,Habtamu,Alemu,Female,0716323813,,63,Addis Ababa,"Gulele, Woreda 8, House 730",
3537,Mulugeta,Wolde,Alemu,Male,0922659415,,17,Dire Dawa,"Nifas Silk, Woreda 4, House 540",
3538,Aster,Mekonnen,Tesfaye,Female,0981164466,,65,Mekelle,"Akaki, Woreda 2, House 843",
3539,Yodit,Gebre,Alemu,Female,0910291585,,88,Adama,"Kirkos, Woreda 9, House 377",
3540,Meron,Kebede,Bekele,Female,0960235359,,51,Dessie,"Yeka, Woreda 9, House 607",
3541,Meron,Bekele,Hailu,Female,0923563167,,49,Gondar,"Bole, Woreda 3, House 464",
3542,Bethlehem,Tekle,Getachew,Female,0988478718,,10,Harar,"Addis Ketema, Woreda 4, House 865",
3543,Alemu,Bekele,Mekonnen,Male,0751047308,,4,Hawassa,"Nifas Silk, Woreda 3, House 965",
3544,Dawit,Tekle,Worku,Male,0982414304,,38,Mekelle,"Kolfe, Woreda 10, House 476",
3545,Mekonnen,Mulugeta,Wolde,Male,0934900197,,54,Dessie,"Addis Ketema, Woreda 4, House 253",
3546,Girma,Kebede,Hailu,Male,0951130307,,50,Harar,"Kolfe, Woreda 2, House 489",
3547,Tigist,Habtamu,Gebre,Female,0968464820,,77,Dessie,"Akaki, Woreda 3, House 544",
3548,Hana,Wolde,Desta,Female,0986969234,,33,Debre Markos,"Lideta, Woreda 1, House 335",
3549,Solomon,Kebede,Mulugeta,Male,0972139636,,20,Addis Ababa,"Addis Ketema, Woreda 2, House 418",
3550,Rahel,Gebre,Hailu,Female,0772319017,,8,Sodo,"Kolfe, Woreda 7, House 844",
3551,Alemu,Tadesse,Wolde,Male,0985893584,,94,Sodo,"Bole, Woreda 5, House 493",
3552,Hana,Negash,Desta,Female,0726565641,,88,Gondar,"Gulele, Woreda 7, House 400",
3553,Alemu,Gebre,Worku,Male,0711120701,,67,Sodo,"Bole, Woreda 12, House 346",
3554,Tadesse,Kebede,Getachew,Male,0979262552,,45,Jimma,"Kolfe, Woreda 2, House 358",
3555,Nahom,Mekonnen,Kebede,Male,0784808618,,56,Shashemene,"Nifas Silk, Woreda 12, House 980",
3556,Marta,Kebede,Alemu,Female,0922997853,,17,Harar,"Kirkos, Woreda 12, House 707",
3557,Aster,Tekle,Habtamu,Female,0789309040,,7,Bahir Dar,"Akaki, Woreda 7, House 353",
3558,Tsion,Abebe,Tadesse,Female,0901405650,,19,Harar,"Gulele, Woreda 8, House 562",
3559,Yodit,Alemu,Lemma,Female,0959027990,,35,Gondar,"Arada, Woreda 7, House 620",
3560,Tigist,Negash,Mekonnen,Female,0938648836,,18,Gondar,"Addis Ketema, Woreda 7, House 82",
3561,Alemu,Tesfaye,Hailu,Male,0971775296,,92,Debre Markos,"Addis Ketema, Woreda 12, House 307",
3562,Hewan,Tesfaye,Desta,Female,0789788141,,89,Hawassa,"Lideta, Woreda 6, House 853",
3563,Kalkidan,Tekle,Tekle,Female,0908755056,,21,Mekelle,"Lideta, Woreda 9, House 83",
3564,Lidya,Mulugeta,Alemu,Female,0995013919,,26,Dessie,"Akaki, Woreda 1, House 449",
3565,Samuel,Habtamu,Hailu,Male,0934984382,,70,Shashemene,"Kirkos, Woreda 5, House 18",
3566,Mulugeta,Worku,Kebede,Male,0935723627,,30,Bahir Dar,"Bole, Woreda 9, House 677",
3567,Mekonnen,Tekle,Negash,Male,0746843210,,77,Dire Dawa,"Lideta, Woreda 10, House 397",
3568,Alemu,Gebre,Mulugeta,Male,0730790991,,89,Harar,"Addis Ketema, Woreda 10, House 657",
3569,Bekele,Tesfaye,Assefa,Male,0909951103,,92,Harar,"Gulele, Woreda 7, House 747",
3570,Getachew,Kebede,Tadesse,Male,0909028057,,76,Sodo,"Gulele, Woreda 6, House 24",
3571,Rahel,Tesfaye,Kebede,Female,0956630572,,64,Dire Dawa,"Kolfe, Woreda 3, House 822",
3572,Alemu,Abebe,Hailu,Male,0992839053,,59,Addis Ababa,"Kirkos, Woreda 12, House 233",
3573,Sara,Desta,Abebe,Female,0772032489,,25,Harar,"Yeka, Woreda 4, House 664",
3574,Mahlet,Girma,Negash,Female,0994668532,,36,Adama,"Lideta, Woreda 9, House 290",
3575,Saba,Desta,Tekle,Female,0980775746,,45,Dessie,"Gulele, Woreda 11, House 768",
3576,Solomon,Tekle,Wolde,Male,0992427934,,50,Dessie,"Yeka, Woreda 11, House 632",
3577,Tadesse,Alemu,Mulugeta,Male,0987351187,,62,Dessie,"Kolfe, Woreda 4, House 266",
3578,Mulugeta,Desta,Tesfaye,Male,0974763971,,3,Bahir Dar,"Kirkos, Woreda 9, House 550",
3579,Eyob,Kebede,Assefa,Male,0706888674,,94,Debre Markos,"Yeka, Woreda 1, House 339",
3580,Solomon,Bekele,Wolde,Male,0921634651,,69,Sodo,"Kolfe, Woreda 6, House 791",
3581,Henok,Negash,Assefa,Male,0913829879,,7,Dessie,"Kolfe, Woreda 11, House 522",
3582,Genet,Assefa,Wolde,Female,0960170593,,79,Gondar,"Akaki, Woreda 1, House 110",
3583,Bethlehem,Abebe,Tekle,Female,0941246552,,89,Shashemene,"Addis Ketema, Woreda 6, House 736",
3584,Kebede,Alemu,Gebre,Male,0716832022,,60,Sodo,"Kirkos, Woreda 2, House 220",
3585,Henok,Abebe,Getachew,Male,0949800847,,88,Dire Dawa,"Gulele, Woreda 6, House 458",
3586,Kebede,Mulugeta,Lemma,Male,0923913218,,82,Bahir Dar,"Kolfe, Woreda 7, House 595",
3587,Hewan,Mulugeta,Assefa,Female,0908469873,,18,Bishoftu,"Akaki, Woreda 6, House 523",
3588,Mulugeta,Lemma,Kebede,Male,0937024469,,68,Mekelle,"Gulele, Woreda 10, House 555",
3589,Lidya,Assefa,Gebre,Female,0909478306,,19,Debre Markos,"Kolfe, Woreda 5, House 416",
3590,Tsion,Girma,Tadesse,Female,0972444631,,19,Sodo,"Nifas Silk, Woreda 11, House 287",
3591,Bethlehem,Alemu,Assefa,Female,0993909811,,19,Hawassa,"Bole, Woreda 3, House 981",
3592,Selam,Assefa,Tesfaye,Female,0985136840,,42,Mekelle,"Kirkos, Woreda 12, House 398",
3593,Kalkidan,Negash,Kebede,Female,0987775190,,6,Bahir Dar,"Yeka, Woreda 3, House 988",
3594,Solomon,Getachew,Alemu,Male,0778432674,,69,Mekelle,"Kolfe, Woreda 5, House 652",
3595,Marta,Tekle,Tesfaye,Female,0938543767,,31,Addis Ababa,"Gulele, Woreda 9, House 352",
3596,Bekele,Alemu,Girma,Male,0745996822,,35,Bahir Dar,"Kirkos, Woreda 3, House 697",
3597,Tadesse,Girma,Assefa,Male,0789839230,,62,Dessie,"Kirkos, Woreda 5, House 114",
3598,Bekele,Lemma,Desta,Male,0907792445,,39,Sodo,"Akaki, Woreda 6, House 670",
3599,Tesfaye,Lemma,Negash,Male,0756873102,,39,Hawassa,"Kolfe, Woreda 5, House 325",
3600,Tsion,Wolde,Gebre,Female,0768458310,,74,Addis Ababa,"Arada, Woreda 6, House 569",
3601,Selam,Kebede,Tesfaye,Female,0927502719,,20,Gondar,"Lideta, Woreda 3, House 114",
3602,Alemu,Lemma,Assefa,Male,0788073664,,73,Jimma,"Bole, Woreda 7, House 665",
3603,Yodit,Kebede,Tesfaye,Female,0919643356,,19,Bahir Dar,"Addis Ketema, Woreda 6, House 808",
3604,Dawit,Girma,Tesfaye,Male,0787000082,,23,Hawassa,"Bole, Woreda 6, House 242",
3605,Eyob,Kebede,Alemu,Male,0956089804,,55,Gondar,"Kirkos, Woreda 8, House 120",
3606,Fikru,Tadesse,Hailu,Male,0975991173,,73,Addis Ababa,"Kolfe, Woreda 7, House 332",
3607,Rediet,Habtamu,Assefa,Female,0960273160,,31,Harar,"Gulele, Woreda 1, House 158",
3608,Kebede,Habtamu,Hailu,Male,0970524169,,33,Arba Minch,"Gulele, Woreda 7, House 919",
3609,Lidya,Bekele,Mekonnen,Female,0946914284,,2,Addis Ababa,"Bole, Woreda 1, House 857",
3610,Frehiwot,Tesfaye,Girma,Female,0978471073,,65,Arba Minch,"Yeka, Woreda 4, House 982",
3611,Fikru,Bekele,Abebe,Male,0937622334,,43,Addis Ababa,"Kirkos, Woreda 6, House 283",
3612,Tadesse,Hailu,Tesfaye,Male,0966100005,,77,Adama,"Kirkos, Woreda 9, House 919",
3613,Genet,Worku,Hailu,Female,0939334891,,37,Addis Ababa,"Yeka, Woreda 7, House 994",
3614,Aster,Bekele,Mekonnen,Female,0955580087,,48,Jimma,"Gulele, Woreda 8, House 337",
3615,Tesfaye,Kebede,Bekele,Male,0782370844,,33,Gondar,"Nifas Silk, Woreda 11, House 328",
3616,Saba,Assefa,Desta,Female,0985418429,,29,Hawassa,"Kolfe, Woreda 12, House 287",
3617,Mulugeta,Habtamu,Worku,Male,0773370106,,47,Bahir Dar,"Kolfe, Woreda 1, House 355",
3618,Samuel,Lemma,Lemma,Male,0931082627,,60,Dire Dawa,"Kolfe, Woreda 12, House 613",
3619,Mahlet,Tekle,Tesfaye,Female,0941869609,,47,Gondar,"Kolfe, Woreda 2, House 87",
3620,Selam,Abebe,Assefa,Female,0707586435,,72,Arba Minch,"Arada, Woreda 1, House 600",
3621,Kebede,Bekele,Abebe,Male,0931492896,,75,Adama,"Nifas Silk, Woreda 11, House 414",
3622,Getachew,Worku,Girma,Male,0934549642,,23,Addis Ababa,"Kolfe, Woreda 10, House 913",
3623,Mekonnen,Getachew,Mulugeta,Male,0930035808,,59,Dire Dawa,"Kolfe, Woreda 11, House 977",
3624,Yodit,Tesfaye,Desta,Female,0908853488,,31,Debre Markos,"Kirkos, Woreda 10, House 854",
3625,Bethlehem,Hailu,Abebe,Female,0778340793,,18,Dessie,"Kirkos, Woreda 9, House 92",
3626,Mulugeta,Abebe,Habtamu,Male,0911034020,,63,Harar,"Arada, Woreda 7, House 68",
3627,Girma,Getachew,Tadesse,Male,0991848000,,4,Arba Minch,"Bole, Woreda 2, House 234",
3628,Bethlehem,Tesfaye,Bekele,Female,0748904011,,94,Harar,"Arada, Woreda 11, House 585",
3629,Fikru,Habtamu,Assefa,Male,0719277244,,32,Shashemene,"Akaki, Woreda 12, House 431",
3630,Habtamu,Desta,Habtamu,Male,0746891583,,27,Debre Markos,"Kolfe, Woreda 6, House 636",
3631,Yonas,Gebre,Getachew,Male,0791487192,,90,Shashemene,"Addis Ketema, Woreda 1, House 887",
3632,Habtamu,Hailu,Negash,Male,0765619789,,49,Dessie,"Kirkos, Woreda 3, House 387",
3633,Tsion,Habtamu,Tekle,Female,0999277086,,90,Arba Minch,"Kolfe, Woreda 6, House 467",
3634,Hewan,Desta,Assefa,Female,0777597767,,28,Sodo,"Nifas Silk, Woreda 1, House 41",
3635,Bekele,Tesfaye,Negash,Male,0933733934,,60,Arba Minch,"Lideta, Woreda 12, House 96",
3636,Habtamu,Desta,Mekonnen,Male,0957073854,,52,Addis Ababa,"Gulele, Woreda 3, House 84",
3637,Tesfaye,Wolde,Assefa,Male,0958789288,,2,Hawassa,"Yeka, Woreda 10, House 673",
3638,Kalkidan,Lemma,Kebede,Female,0930888370,,57,Bishoftu,"Addis Ketema, Woreda 12, House 71",
3639,Kebede,Desta,Kebede,Male,0915434491,,73,Harar,"Akaki, Woreda 5, House 915",
3640,Rahel,Getachew,Mulugeta,Female,0967117249,,68,Shashemene,"Gulele, Woreda 10, House 387",
3641,Tadesse,Hailu,Tesfaye,Male,0709416267,,23,Mekelle,"Bole, Woreda 9, House 622",
3642,Kalkidan,Desta,Bekele,Female,0932156670,,9,Shashemene,"Addis Ketema, Woreda 2, House 524",
3643,Abel,Kebede,Girma,Male,0959992071,,67,Harar,"Addis Ketema, Woreda 9, House 957",
